index,instruction_len_words,input_len_words,output_len_words,instruction_sents,input_sents,output_sents,instruction_readability,flagged_suicide_in_instruction,flagged_suicide_in_input,flagged_suicide_in_output,instr_emails,instr_phones,input_emails,input_phones,output_emails,output_phones,__split__
90,16,83,88,1,8,4,,False,False,False,[],[],[],[],[],[],train
91,16,92,86,1,6,5,,False,False,False,[],[],[],[],[],[],train
92,16,94,82,1,6,4,,False,False,False,[],[],[],[],[],[],train
93,16,115,103,1,7,5,,False,True,False,[],[],[],[],[],[],train
94,16,79,81,1,5,4,,False,False,False,[],[],[],[],[],[],train
95,16,71,92,1,4,5,,False,False,True,[],[],[],[],[],[],train
96,16,77,69,1,6,5,,False,False,False,[],[],[],[],[],[],train
97,16,73,106,1,5,6,,False,False,True,[],[],[],[],[],[],train
98,16,82,70,1,5,4,,False,False,False,[],[],[],[],[],[],train
99,16,90,71,1,6,4,,False,False,False,[],[],[],[],[],[],train
100,16,101,77,1,6,4,,False,False,False,[],[],[],[],[],[],train
101,16,93,121,1,6,7,,False,False,False,[],[],[],[],[],[],train
102,16,109,124,1,6,7,,False,False,False,[],[],[],[],[],[],train
103,16,83,82,1,5,6,,False,False,False,[],[],[],[],[],[],train
104,16,90,108,1,6,5,,False,False,False,[],[],[],[],[],[],train
105,16,94,97,1,6,6,,False,False,False,[],[],[],[],[],[],train
106,16,89,90,1,6,5,,False,False,False,[],[],[],[],[],[],train
107,16,80,90,1,6,5,,False,True,False,[],[],[],[],[],[],train
108,16,80,87,1,6,7,,False,False,False,[],[],[],[],[],[],train
109,16,92,105,1,5,5,,False,False,False,[],[],[],[],[],[],train
110,16,69,68,1,6,5,,False,False,False,[],[],[],[],[],[],train
111,16,94,77,1,6,5,,False,False,False,[],[],[],[],[],[],train
112,16,92,95,1,7,4,,False,True,False,[],[],[],[],[],[],train
113,16,84,103,1,5,5,,False,False,False,[],[],[],[],[],[],train
114,16,89,94,1,6,6,,False,False,False,[],[],[],[],[],[],train
115,16,116,87,1,6,6,,False,False,False,[],[],[],[],[],[],train
116,16,89,73,1,6,4,,False,True,False,[],[],[],[],[],[],train
117,16,80,75,1,5,5,,False,False,False,[],[],[],[],[],[],train
118,16,101,143,1,7,7,,False,False,False,[],[],[],[],[],[],train
119,16,97,94,1,6,5,,False,False,False,[],[],[],[],[],[],train
120,16,97,76,1,7,5,,False,False,False,[],[],[],[],[],[],train
121,16,77,76,1,5,5,,False,False,False,[],[],[],[],[],[],train
122,16,105,91,1,7,5,,False,False,True,[],[],[],[],[],[],train
123,16,88,79,1,5,5,,False,False,False,[],[],[],[],[],[],train
124,16,111,135,1,8,7,,False,False,False,[],[],[],[],[],[],train
125,16,91,96,1,6,6,,False,False,False,[],[],[],[],[],[],train
126,16,73,88,1,5,5,,False,False,False,[],[],[],[],[],[],train
127,16,123,79,1,6,4,,False,False,False,[],[],[],[],[],[],train
128,16,104,89,1,6,7,,False,False,False,[],[],[],[],[],[],train
129,16,99,90,1,7,4,,False,False,False,[],[],[],[],[],[],train
130,16,118,67,1,8,4,,False,False,False,[],[],[],[],[],[],train
131,16,125,78,1,9,6,,False,False,False,[],[],[],[],[],[],train
132,16,103,93,1,8,7,,False,False,False,[],[],[],[],[],[],train
133,16,70,77,1,6,5,,False,False,False,[],[],[],[],[],[],train
134,16,72,78,1,5,5,,False,False,False,[],[],[],[],[],[],train
135,16,105,88,1,8,5,,False,False,False,[],[],[],[],[],[],train
136,16,105,120,1,6,7,,False,False,False,[],[],[],[],[],[],train
137,16,96,87,1,6,5,,False,False,False,[],[],[],[],[],[],train
138,16,88,74,1,5,4,,False,False,False,[],[],[],[],[],[],train
139,16,96,103,1,6,4,,False,False,False,[],[],[],[],[],[],train
140,16,121,104,1,8,6,,False,False,False,[],[],[],[],[],[],train
141,16,112,111,1,6,6,,False,False,False,[],[],[],[],[],[],train
142,16,122,103,1,7,6,,False,False,False,[],[],[],[],[],[],train
143,16,91,76,1,7,4,,False,False,False,[],[],[],[],[],[],train
144,16,77,68,1,5,4,,False,False,False,[],[],[],[],[],[],train
145,16,95,102,1,6,6,,False,False,False,[],[],[],[],[],[],train
146,16,86,75,1,5,4,,False,False,False,[],[],[],[],[],[],train
147,16,105,93,1,7,6,,False,False,False,[],[],[],[],[],[],train
148,16,160,112,1,11,6,,False,False,False,[],[],[],[],[],[],train
149,16,100,66,1,5,6,,False,False,False,[],[],[],[],[],[],train
150,16,102,97,1,7,5,,False,False,False,[],[],[],[],[],[],train
151,16,92,88,1,5,5,,False,False,False,[],[],[],[],[],[],train
152,16,103,91,1,6,7,,False,False,False,[],[],[],[],[],[],train
153,16,82,81,1,6,5,,False,False,False,[],[],[],[],[],[],train
154,16,95,85,1,6,5,,False,False,False,[],[],[],[],[],[],train
155,16,86,98,1,5,6,,False,False,False,[],[],[],[],[],[],train
156,16,100,111,1,7,6,,False,False,False,[],[],[],[],[],[],train
157,16,91,91,1,6,7,,False,False,False,[],[],[],[],[],[],train
158,16,88,102,1,8,5,,False,False,False,[],[],[],[],[],[],train
159,16,79,111,1,5,8,,False,False,False,[],[],[],[],[],[],train
160,16,89,67,1,5,4,,False,False,False,[],[],[],[],[],[],train
161,16,79,87,1,5,5,,False,False,False,[],[],[],[],[],[],train
162,16,73,49,1,6,3,,False,False,False,[],[],[],[],[],[],train
163,16,114,74,1,6,4,,False,False,False,[],[],[],[],[],[],train
164,16,84,82,1,5,5,,False,False,False,[],[],[],[],[],[],train
165,16,98,66,1,6,3,,False,False,False,[],[],[],[],[],[],train
166,16,73,73,1,5,5,,False,False,False,[],[],[],[],[],[],train
167,16,91,65,1,6,4,,False,False,False,[],[],[],[],[],[],train
168,16,76,75,1,4,4,,False,False,False,[],[],[],[],[],[],train
169,16,85,89,1,4,5,,False,False,False,[],[],[],[],[],[],train
170,16,94,93,1,7,5,,False,False,False,[],[],[],[],[],[],train
171,16,101,74,1,7,6,,False,False,False,[],[],[],[],[],[],train
172,16,101,77,1,8,5,,False,False,False,[],[],[],[],[],[],train
173,16,82,78,1,6,5,,False,False,False,[],[],[],[],[],[],train
174,16,94,71,1,7,4,,False,False,False,[],[],[],[],[],[],train
175,16,103,112,1,6,6,,False,False,False,[],[],[],[],[],[],train
176,16,79,61,1,6,4,,False,False,False,[],[],[],[],[],[],train
177,16,97,85,1,6,4,,False,False,False,[],[],[],[],[],[],train
178,16,81,74,1,7,5,,False,False,False,[],[],[],[],[],[],train
179,16,85,64,1,5,5,,False,False,False,[],[],[],[],[],[],train
180,16,121,97,1,9,7,,False,False,False,[],[],[],[],[],[],train
181,16,95,87,1,6,5,,False,False,False,[],[],[],[],[],[],train
182,16,115,92,1,8,7,,False,False,False,[],[],[],[],[],[],train
183,16,85,96,1,7,6,,False,False,False,[],[],[],[],[],[],train
184,16,86,82,1,6,4,,False,False,False,[],[],[],[],[],[],train
185,16,107,104,1,7,5,,False,False,False,[],[],[],[],[],[],train
186,16,65,72,1,4,5,,False,False,False,[],[],[],[],[],[],train
187,16,97,98,1,7,6,,False,False,False,[],[],[],[],[],[],train
188,16,102,90,1,7,4,,False,False,False,[],[],[],[],[],[],train
189,16,135,118,1,7,6,,False,False,False,[],[],[],[],[],[],train
190,16,82,112,1,6,6,,False,False,False,[],[],[],[],[],[],train
191,16,82,87,1,6,5,,False,False,False,[],[],[],[],[],[],train
192,16,75,90,1,5,5,,False,False,False,[],[],[],[],[],[],train
193,16,67,53,1,5,4,,False,False,False,[],[],[],[],[],[],train
194,16,68,72,1,4,5,,False,False,False,[],[],[],[],[],[],train
195,16,93,78,1,5,5,,False,False,False,[],[],[],[],[],[],train
196,16,119,90,1,7,6,,False,False,False,[],[],[],[],[],[],train
197,16,99,79,1,7,5,,False,False,False,[],[],[],[],[],[],train
198,16,80,94,1,6,6,,False,False,False,[],[],[],[],[],[],train
199,16,101,80,1,7,6,,False,False,False,[],[],[],[],[],[],train
200,16,74,84,1,7,6,,False,False,False,[],[],[],[],[],[],train
201,16,105,93,1,8,7,,False,False,False,[],[],[],[],[],[],train
202,16,97,86,1,6,6,,False,False,False,[],[],[],[],[],[],train
203,16,111,117,1,7,6,,False,False,False,[],[],[],[],[],[],train
204,16,121,119,1,7,6,,False,False,False,[],[],[],[],[],[],train
205,16,101,86,1,6,6,,False,False,False,[],[],[],[],[],[],train
206,16,124,69,1,11,5,,False,False,False,[],[],[],[],[],[],train
207,16,140,122,1,9,7,,False,False,False,[],[],[],[],[],[],train
208,16,95,89,1,6,6,,False,False,False,[],[],[],[],[],[],train
209,16,78,67,1,4,4,,False,False,False,[],[],[],[],[],[],train
210,16,109,94,1,6,6,,False,False,False,[],[],[],[],[],[],train
211,16,76,91,1,5,3,,False,False,False,[],[],[],[],[],[],train
212,16,83,80,1,5,5,,False,False,False,[],[],[],[],[],[],train
213,16,94,104,1,5,5,,False,False,False,[],[],[],[],[],[],train
214,16,121,79,1,8,7,,False,False,False,[],[],[],[],[],[],train
215,16,109,91,1,8,6,,False,False,False,[],[],[],[],[],[],train
216,16,92,85,1,7,5,,False,False,False,[],[],[],[],[],[],train
217,16,105,83,1,7,4,,False,False,False,[],[],[],[],[],[],train
218,16,114,135,1,9,7,,False,False,False,[],[],[],[],[],[],train
219,16,73,60,1,6,3,,False,False,False,[],[],[],[],[],[],train
220,16,92,73,1,6,5,,False,False,False,[],[],[],[],[],[],train
221,16,91,72,1,5,5,,False,False,False,[],[],[],[],[],[],train
222,16,96,86,1,6,6,,False,False,False,[],[],[],[],[],[],train
223,16,95,67,1,7,4,,False,False,False,[],[],[],[],[],[],train
224,16,105,86,1,8,5,,False,False,False,[],[],[],[],[],[],train
225,16,106,100,1,8,6,,False,False,False,[],[],[],[],[],[],train
226,16,109,89,1,7,6,,False,False,False,[],[],[],[],[],[],train
227,16,84,97,1,5,7,,False,False,False,[],[],[],[],[],[],train
228,16,113,97,1,6,7,,False,False,False,[],[],[],[],[],[],train
229,16,96,85,1,7,6,,False,False,False,[],[],[],[],[],[],train
230,16,112,107,1,8,8,,False,False,False,[],[],[],[],[],[],train
231,16,95,77,1,6,5,,False,False,False,[],[],[],[],[],[],train
232,16,108,76,1,7,5,,False,False,False,[],[],[],[],[],[],train
233,16,108,64,1,6,4,,False,False,False,[],[],[],[],[],[],train
234,16,99,102,1,6,5,,False,False,False,[],[],[],[],[],[],train
235,16,94,96,1,5,6,,False,False,False,[],[],[],[],[],[],train
236,16,103,99,1,8,8,,False,False,False,[],[],[],[],[],[],train
237,16,104,75,1,6,5,,False,False,False,[],[],[],[],[],[],train
238,16,86,108,1,6,6,,False,False,False,[],[],[],[],[],[],train
239,16,111,77,1,5,6,,False,False,True,[],[],[],[],[],[],train
240,16,75,65,1,7,5,,False,False,False,[],[],[],[],[],[],train
241,16,121,91,1,8,5,,False,False,False,[],[],[],[],[],[],train
242,16,96,80,1,7,5,,False,False,False,[],[],[],[],[],[],train
243,16,104,110,1,6,5,,False,False,False,[],[],[],[],[],[],train
244,16,102,90,1,7,6,,False,False,False,[],[],[],[],[],[],train
245,16,94,87,1,5,6,,False,False,False,[],[],[],[],[],[],train
246,16,71,96,1,5,6,,False,False,False,[],[],[],[],[],[],train
247,16,83,81,1,5,5,,False,False,False,[],[],[],[],[],[],train
248,16,79,78,1,6,5,,False,False,False,[],[],[],[],[],[],train
249,16,92,75,1,6,5,,False,False,False,[],[],[],[],[],[],train
250,16,109,97,1,7,6,,False,False,False,[],[],[],[],[],[],train
251,16,98,109,1,6,7,,False,False,False,[],[],[],[],[],[],train
252,16,114,116,1,6,8,,False,False,False,[],[],[],[],[],[],train
253,16,100,80,1,6,6,,False,False,False,[],[],[],[],[],[],train
254,16,90,60,1,6,4,,False,False,False,[],[],[],[],[],[],train
255,16,75,85,1,6,4,,False,False,False,[],[],[],[],[],[],train
256,16,87,93,1,6,6,,False,False,False,[],[],[],[],[],[],train
257,16,95,75,1,8,4,,False,False,False,[],[],[],[],[],[],train
258,16,71,86,1,6,7,,False,False,False,[],[],[],[],[],[],train
259,16,75,68,1,5,4,,False,False,False,[],[],[],[],[],[],train
260,16,84,53,1,5,4,,False,False,False,[],[],[],[],[],[],train
261,16,95,128,1,7,6,,False,False,False,[],[],[],[],[],[],train
262,16,104,75,1,6,5,,False,False,False,[],[],[],[],[],[],train
263,16,106,93,1,8,6,,False,False,False,[],[],[],[],[],[],train
264,16,87,88,1,6,7,,False,False,False,[],[],[],[],[],[],train
265,16,75,80,1,6,4,,False,False,False,[],[],[],[],[],[],train
266,16,108,120,1,7,7,,False,False,False,[],[],[],[],[],[],train
267,16,81,63,1,5,4,,False,False,False,[],[],[],[],[],[],train
268,16,100,76,1,7,5,,False,False,False,[],[],[],[],[],[],train
269,16,145,98,1,9,5,,False,False,False,[],[],[],[],[],[],train
270,16,87,97,1,5,5,,False,False,False,[],[],[],[],[],[],train
271,16,102,83,1,7,5,,False,False,False,[],[],[],[],[],[],train
272,16,90,70,1,7,6,,False,False,False,[],[],[],[],[],[],train
273,16,79,70,1,5,4,,False,False,False,[],[],[],[],[],[],train
274,16,122,77,1,6,4,,False,False,False,[],[],[],[],[],[],train
275,16,92,89,1,6,5,,False,False,False,[],[],[],[],[],[],train
276,16,90,88,1,6,6,,False,False,False,[],[],[],[],[],[],train
277,16,98,92,1,6,7,,False,False,False,[],[],[],[],[],[],train
278,16,80,93,1,6,6,,False,False,False,[],[],[],[],[],[],train
279,16,82,78,1,5,6,,False,False,False,[],[],[],[],[],[],train
280,16,96,87,1,6,7,,False,False,False,[],[],[],[],[],[],train
281,16,119,83,1,9,4,,False,False,False,[],[],[],[],[],[],train
282,16,89,54,1,5,6,,False,False,False,[],[],[],[],[],[],train
283,16,107,76,1,7,5,,False,False,False,[],[],[],[],[],[],train
284,16,112,89,1,6,6,,False,False,False,[],[],[],[],[],[],train
285,16,114,120,1,6,7,,False,False,False,[],[],[],[],[],[],train
286,16,133,89,1,9,6,,False,False,False,[],[],[],[],[],[],train
287,16,120,69,1,8,4,,False,False,False,[],[],[],[],[],[],train
288,16,107,112,1,7,6,,False,False,False,[],[],[],[],[],[],train
289,16,107,118,1,8,6,,False,False,False,[],[],[],[],[],[],train
290,16,92,86,1,5,5,,False,False,False,[],[],[],[],[],[],train
291,16,120,105,1,6,7,,False,False,False,[],[],[],[],[],[],train
292,16,97,91,1,5,5,,False,False,False,[],[],[],[],[],[],train
293,16,83,97,1,6,6,,False,False,False,[],[],[],[],[],[],train
294,16,118,99,1,8,6,,False,False,False,[],[],[],[],[],[],train
295,16,96,121,1,6,8,,False,False,False,[],[],[],[],[],[],train
296,16,143,96,1,10,6,,False,False,False,[],[],[],[],[],[],train
297,16,95,72,1,6,5,,False,False,False,[],[],[],[],[],[],train
298,16,96,74,1,6,5,,False,False,False,[],[],[],[],[],[],train
299,16,84,102,1,5,5,,False,False,False,[],[],[],[],[],[],train
300,16,110,103,1,6,6,,False,False,False,[],[],[],[],[],[],train
301,16,108,90,1,6,5,,False,False,False,[],[],[],[],[],[],train
302,16,115,75,1,9,4,,False,False,False,[],[],[],[],[],[],train
303,16,65,57,1,5,4,,False,False,False,[],[],[],[],[],[],train
304,16,107,100,1,8,4,,False,False,False,[],[],[],[],[],[],train
305,16,102,91,1,7,5,,False,False,False,[],[],[],[],[],[],train
306,16,109,102,1,6,6,,False,False,False,[],[],[],[],[],[],train
307,16,101,84,1,7,5,,False,False,False,[],[],[],[],[],[],train
308,16,102,85,1,5,4,,False,False,False,[],[],[],[],[],[],train
309,16,116,96,1,7,5,,False,False,False,[],[],[],[],[],[],train
310,16,59,79,1,4,5,,False,False,False,[],[],[],[],[],[],train
311,16,109,93,1,6,5,,False,False,False,[],[],[],[],[],[],train
312,16,96,85,1,6,5,,False,False,False,[],[],[],[],[],[],train
313,16,107,68,1,6,4,,False,False,False,[],[],[],[],[],[],train
314,16,93,77,1,4,4,,False,False,False,[],[],[],[],[],[],train
315,16,101,76,1,9,5,,False,False,False,[],[],[],[],[],[],train
316,16,94,73,1,7,4,,False,False,False,[],[],[],[],[],[],train
317,16,131,128,1,8,7,,False,False,False,[],[],[],[],[],[],train
318,16,111,84,1,7,6,,False,False,False,[],[],[],[],[],[],train
319,16,112,90,1,8,4,,False,False,False,[],[],[],[],[],[],train
320,16,83,87,1,5,5,,False,False,False,[],[],[],[],[],[],train
321,16,120,102,1,7,4,,False,False,False,[],[],[],[],[],[],train
322,16,109,118,1,6,6,,False,False,False,[],[],[],[],[],[],train
323,16,89,105,1,5,6,,False,False,False,[],[],[],[],[],[],train
324,16,73,85,1,5,6,,False,False,False,[],[],[],[],[],[],train
325,16,74,62,1,4,4,,False,False,False,[],[],[],[],[],[],train
326,16,87,77,1,6,4,,False,False,False,[],[],[],[],[],[],train
327,16,77,73,1,5,5,,False,False,False,[],[],[],[],[],[],train
328,16,75,83,1,6,5,,False,False,False,[],[],[],[],[],[],train
329,16,86,97,1,6,7,,False,False,False,[],[],[],[],[],[],train
330,16,107,102,1,6,5,,False,False,False,[],[],[],[],[],[],train
331,16,85,94,1,6,6,,False,False,False,[],[],[],[],[],[],train
332,16,87,63,1,5,3,,False,False,False,[],[],[],[],[],[],train
333,16,128,128,1,7,6,,False,False,False,[],[],[],[],[],[],train
334,16,91,106,1,6,6,,False,False,False,[],[],[],[],[],[],train
335,16,104,131,1,7,6,,False,False,False,[],[],[],[],[],[],train
336,16,94,65,1,5,4,,False,False,False,[],[],[],[],[],[],train
337,16,96,92,1,5,6,,False,False,False,[],[],[],[],[],[],train
338,16,111,103,1,6,6,,False,False,False,[],[],[],[],[],[],train
339,16,82,87,1,6,6,,False,False,False,[],[],[],[],[],[],train
340,16,83,98,1,7,4,,False,False,False,[],[],[],[],[],[],train
341,16,105,113,1,6,6,,False,False,False,[],[],[],[],[],[],train
342,16,107,106,1,7,6,,False,False,False,[],[],[],[],[],[],train
343,16,93,108,1,7,5,,False,False,False,[],[],[],[],[],[],train
344,16,147,114,1,7,6,,False,False,False,[],[],[],[],[],[],train
345,16,94,110,1,6,5,,False,False,False,[],[],[],[],[],[],train
346,16,91,101,1,6,4,,False,False,False,[],[],[],[],[],[],train
347,16,71,81,1,4,8,,False,False,False,[],[],[],[],[],[],train
348,16,121,135,1,8,7,,False,False,False,[],[],[],[],[],[],train
349,16,112,102,1,8,6,,False,False,False,[],[],[],[],[],[],train
350,16,100,85,1,6,5,,False,False,False,[],[],[],[],[],[],train
351,16,88,95,1,5,5,,False,False,False,[],[],[],[],[],[],train
352,16,85,75,1,6,5,,False,False,False,[],[],[],[],[],[],train
353,16,96,90,1,7,6,,False,False,False,[],[],[],[],[],[],train
354,16,105,110,1,7,5,,False,False,False,[],[],[],[],[],[],train
355,16,91,105,1,4,5,,False,False,False,[],[],[],[],[],[],train
356,16,109,137,1,8,7,,False,False,False,[],[],[],[],[],[],train
357,16,82,82,1,5,5,,False,False,False,[],[],[],[],[],[],train
358,16,92,103,1,6,7,,False,False,False,[],[],[],[],[],[],train
359,16,106,88,1,6,4,,False,False,False,[],[],[],[],[],[],train
360,16,51,72,1,3,3,,False,False,False,[],[],[],[],[],[],train
361,16,40,51,1,2,3,,False,False,False,[],[],[],[],[],[],train
362,16,34,59,1,2,3,,False,False,False,[],[],[],[],[],[],train
363,16,29,45,1,2,2,,False,False,False,[],[],[],[],[],[],train
364,16,65,66,1,3,4,,False,False,False,[],[],[],[],[],[],train
365,16,41,60,1,2,4,,False,False,False,[],[],[],[],[],[],train
366,16,48,67,1,2,3,,False,False,False,[],[],[],[],[],[],train
367,16,43,62,1,2,3,,False,False,False,[],[],[],[],[],[],train
368,16,49,58,1,2,4,,False,False,False,[],[],[],[],[],[],train
369,16,38,53,1,2,3,,False,False,False,[],[],[],[],[],[],train
370,16,63,55,1,3,4,,False,False,False,[],[],[],[],[],[],train
371,16,48,77,1,4,3,,False,False,False,[],[],[],[],[],[],train
372,16,51,63,1,3,4,,False,False,False,[],[],[],[],[],[],train
373,16,59,71,1,4,4,,False,False,False,[],[],[],[],[],[],train
374,16,47,59,1,3,3,,False,False,False,[],[],[],[],[],[],train
375,16,23,57,1,2,3,,False,False,False,[],[],[],[],[],[],train
376,16,58,68,1,3,4,,False,False,False,[],[],[],[],[],[],train
377,16,29,61,1,2,3,,False,False,False,[],[],[],[],[],[],train
378,16,41,77,1,2,4,,False,False,False,[],[],[],[],[],[],train
379,16,14,87,1,1,6,,False,False,False,[],[],[],[],[],[],train
380,16,147,91,1,8,4,,False,False,False,[],[],[],[],[],[],train
381,16,59,91,1,3,4,,False,False,False,[],[],[],[],[],[],train
382,16,27,56,1,1,3,,False,False,False,[],[],[],[],[],[],train
383,16,36,60,1,2,4,,False,False,False,[],[],[],[],[],[],train
384,16,41,67,1,2,3,,False,False,False,[],[],[],[],[],[],train
385,16,46,66,1,4,4,,False,False,False,[],[],[],[],[],[],train
386,16,34,71,1,2,4,,False,False,False,[],[],[],[],[],[],train
387,16,43,76,1,2,4,,False,False,False,[],[],[],[],[],[],train
388,16,83,89,1,4,5,,False,False,False,[],[],[],[],[],[],train
389,16,77,89,1,5,4,,False,False,False,[],[],[],[],[],[],train
390,16,76,89,1,3,6,,False,False,False,[],[],[],[],[],[],train
391,16,66,76,1,5,5,,False,False,False,[],[],[],[],[],[],train
392,16,31,70,1,3,4,,False,False,False,[],[],[],[],[],[],train
